"subject","condition","rt","response","observed"
"rt5t","accuracy",0.3095,0,1
"rt5t","accuracy",1.1032,0,1
"rt5t","accuracy",0.8524,0,1
"rt5t","accuracy",0.3972,1,1
"rt5t","accuracy",0.6696,1,1
"rt5t","accuracy",0.4618,1,1
"rt5t","accuracy",0.3765,0,1
"rt5t","accuracy",0.3122,0,1
"rt5t","accuracy",0.5087,1,1
"rt5t","accuracy",0.3982,1,1
"rt5t","accuracy",0.532,0,1
"rt5t","accuracy",0.6354,1,1
"rt5t","accuracy",0.3152,1,1
"rt5t","accuracy",1.399,1,1
"rt5t","accuracy",0.5308,0,1
"rt5t","accuracy",0.473,1,1
"rt5t","accuracy",0.4066,1,1
"rt5t","accuracy",0.5557,1,1
"rt5t","accuracy",0.6626,1,1
"rt5t","accuracy",0.4345,1,1
"rt5t","accuracy",0.7476,0,1
"rt5t","accuracy",0.7317,1,1
"rt5t","accuracy",0.8061,0,1
"rt5t","accuracy",0.5784,1,1
"rt5t","accuracy",0.9553,0,1
"rt5t","accuracy",0.3804,1,1
"rt5t","accuracy",0.555,1,1
"rt5t","accuracy",0.4474,0,1
"rt5t","accuracy",0.4778,0,1
"rt5t","accuracy",0.6032,1,1
"rt5t","accuracy",0.5325,0,1
"rt5t","accuracy",0.4843,0,1
"rt5t","accuracy",0.8514,1,1
"rt5t","accuracy",0.9344,1,1
"rt5t","accuracy",0.4661,0,1
"rt5t","accuracy",0.3292,1,1
"rt5t","accuracy",0.5301,1,1
"rt5t","accuracy",0.7521,1,1
"rt5t","accuracy",0.2765,1,1
"rt5t","accuracy",0.3486,1,1
"rt5t","accuracy",0.8523,1,1
"rt5t","accuracy",0.7271,0,1
"rt5t","accuracy",0.318,1,1
"rt5t","accuracy",0.4836,1,1
"rt5t","accuracy",0.9677,0,1
"rt5t","accuracy",0.5494,0,1
"rt5t","accuracy",0.4893,1,1
"rt5t","accuracy",0.5592,0,1
"rt5t","accuracy",0.6495,0,1
"rt5t","accuracy",0.4891,0,1
"rt5t","accuracy",0.7497,1,1
"rt5t","accuracy",0.3747,0,1
"rt5t","accuracy",0.6397,1,1
"rt5t","accuracy",0.3845,0,1
"rt5t","accuracy",0.4555,1,1
"rt5t","accuracy",0.6099,1,1
"rt5t","accuracy",0.329,0,1
"rt5t","accuracy",0.5993,1,1
"rt5t","accuracy",0.6773,0,1
"rt5t","accuracy",1.4218,1,1
"rt5t","accuracy",1.3643,1,1
"rt5t","accuracy",0.7687,0,1
"rt5t","accuracy",0.6609,1,1
"rt5t","accuracy",0.5321,1,1
"rt5t","accuracy",0.4374,0,1
"rt5t","accuracy",0.6717,1,1
"rt5t","accuracy",0.4909,1,1
"rt5t","accuracy",0.2973,1,1
"rt5t","accuracy",0.3643,1,1
"rt5t","accuracy",0.7946,0,1
"rt5t","accuracy",0.8417,0,1
"rt5t","accuracy",0.6031,0,1
"rt5t","accuracy",0.369,1,1
"rt5t","accuracy",0.9006,1,1
"rt5t","accuracy",0.6021,1,1
"rt5t","accuracy",0.451,0,1
"rt5t","accuracy",0.4479,1,1
"rt5t","accuracy",0.9442,1,1
"rt5t","accuracy",0.4537,1,1
"rt5t","accuracy",0.5184,1,1
"rt5t","accuracy",0.5604,1,1
"rt5t","accuracy",1.0796,1,1
"rt5t","accuracy",1.4571,1,1
"rt5t","accuracy",0.4421,0,1
"rt5t","accuracy",0.6818,0,1
"rt5t","accuracy",0.6737,1,1
"rt5t","accuracy",0.9486,1,1
"rt5t","accuracy",0.687,1,1
"rt5t","accuracy",0.4136,1,1
"rt5t","accuracy",0.6294,1,1
"rt5t","accuracy",0.5778,1,1
"rt5t","accuracy",0.5227,1,1
"rt5t","accuracy",0.4018,0,1
"rt5t","accuracy",0.6086,1,1
"rt5t","accuracy",0.4521,1,1
"rt5t","accuracy",0.5398,1,1
"rt5t","accuracy",0.5032,1,1
"rt5t","accuracy",0.5878,1,1
"rt5t","accuracy",0.5277,0,1
"rt5t","accuracy",0.5426,0,1
"rt5t","accuracy",0.884,1,1
"rt5t","accuracy",0.6412,1,1
"rt5t","accuracy",1.2143,1,1
"rt5t","accuracy",1.132,1,1
"rt5t","accuracy",0.3507,1,1
"rt5t","accuracy",0.4367,0,1
"rt5t","accuracy",0.7958,0,1
"rt5t","accuracy",0.4226,1,1
"rt5t","accuracy",0.7537,0,1
"rt5t","accuracy",1.0046,1,1
"rt5t","accuracy",0.457,1,1
"rt5t","accuracy",1.0669,1,1
"rt5t","accuracy",0.4677,0,1
"rt5t","accuracy",0.5433,1,1
"rt5t","accuracy",0.3952,0,1
"rt5t","accuracy",0.5376,0,1
"rt5t","accuracy",1.1498,1,1
"rt5t","accuracy",0.4768,0,1
"rt5t","accuracy",0.5375,0,1
"rt5t","accuracy",0.5466,1,1
"rt5t","accuracy",0.484,0,1
"rt5t","accuracy",0.8618,1,1
"rt5t","accuracy",1.0797,0,1
"rt5t","accuracy",0.4186,0,1
"rt5t","accuracy",0.6223,1,1
"rt5t","accuracy",0.3748,0,1
"rt5t","accuracy",0.3826,1,1
"rt5t","accuracy",0.2954,1,1
"rt5t","accuracy",1.4342,0,1
"rt5t","accuracy",0.3659,1,1
"rt5t","accuracy",0.3387,1,1
"rt5t","accuracy",0.4757,1,1
"rt5t","accuracy",0.7286,1,1
"rt5t","accuracy",1.0284,0,1
"rt5t","accuracy",0.4773,1,1
"rt5t","accuracy",0.5717,1,1
"rt5t","accuracy",0.7891,1,1
"rt5t","accuracy",0.4296,1,1
"rt5t","accuracy",1.2173,1,1
"rt5t","accuracy",0.4756,1,1
"rt5t","accuracy",0.4172,0,1
"rt5t","accuracy",1.3579,0,1
"rt5t","accuracy",0.4628,0,1
"rt5t","accuracy",0.4563,1,1
"rt5t","accuracy",0.6464,0,1
"rt5t","accuracy",0.7122,1,1
"rt5t","accuracy",0.6793,1,1
"rt5t","accuracy",1.0813,1,1
"rt5t","accuracy",0.5839,1,1
"rt5t","accuracy",0.6281,1,1
"rt5t","accuracy",0.5243,0,1
"rt5t","accuracy",0.4616,1,1
"rt5t","accuracy",0.624,1,1
"rt5t","accuracy",0.6224,1,1
"rt5t","accuracy",0.4913,0,1
"rt5t","accuracy",0.9489,1,1
"rt5t","accuracy",0.4361,1,1
"rt5t","accuracy",0.9163,1,1
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"rt5t","accuracy",0,0,0
"scat","accuracy",0.5119,1,1
"scat","accuracy",0.3877,1,1
"scat","accuracy",0.2988,1,1
"scat","accuracy",0.3692,1,1
"scat","accuracy",0.4114,1,1
"scat","accuracy",0.3753,0,1
"scat","accuracy",0.4332,1,1
"scat","accuracy",0.3705,1,1
"scat","accuracy",0.6421,1,1
"scat","accuracy",0.5593,1,1
"scat","accuracy",0.4998,0,1
"scat","accuracy",0.3336,1,1
"scat","accuracy",0.5155,1,1
"scat","accuracy",0.3143,0,1
"scat","accuracy",0.3668,1,1
"scat","accuracy",0.5771,0,1
"scat","accuracy",0.4156,1,1
"scat","accuracy",0.4901,0,1
"scat","accuracy",0.4232,1,1
"scat","accuracy",0.431,1,1
"scat","accuracy",0.4586,1,1
"scat","accuracy",0.4653,0,1
"scat","accuracy",0.3776,1,1
"scat","accuracy",0.6873,1,1
"scat","accuracy",0.3681,0,1
"scat","accuracy",0.326,0,1
"scat","accuracy",0.5585,1,1
"scat","accuracy",0.4768,0,1
"scat","accuracy",0.3917,1,1
"scat","accuracy",0.4339,0,1
"scat","accuracy",0.4907,0,1
"scat","accuracy",0.3631,1,1
"scat","accuracy",0.43,0,1
"scat","accuracy",0.3446,1,1
"scat","accuracy",0.378,1,1
"scat","accuracy",0.4869,1,1
"scat","accuracy",0.4596,1,1
"scat","accuracy",0.4461,1,1
"scat","accuracy",0.4767,0,1
"scat","accuracy",0.4676,1,1
"scat","accuracy",0.4222,1,1
"scat","accuracy",0.7216,1,1
"scat","accuracy",0.4223,1,1
"scat","accuracy",0.4127,1,1
"scat","accuracy",0.4452,1,1
"scat","accuracy",0.8109,1,1
"scat","accuracy",0.4507,1,1
"scat","accuracy",0.3495,0,1
"scat","accuracy",0.4531,1,1
"scat","accuracy",0.5112,1,1
"scat","accuracy",0.3538,1,1
"scat","accuracy",0.3844,0,1
"scat","accuracy",0.3817,1,1
"scat","accuracy",0.4485,1,1
"scat","accuracy",0.4121,1,1
"scat","accuracy",0.3888,1,1
"scat","accuracy",0.4397,1,1
"scat","accuracy",0.4653,0,1
"scat","accuracy",0.4692,0,1
"scat","accuracy",0.358,1,1
"scat","accuracy",0.4431,1,1
"scat","accuracy",0.5275,1,1
"scat","accuracy",0.6105,1,1
"scat","accuracy",0.3836,1,1
"scat","accuracy",0.4517,1,1
"scat","accuracy",0.3303,0,1
"scat","accuracy",0.5243,1,1
"scat","accuracy",0.5426,1,1
"scat","accuracy",0.4859,1,1
"scat","accuracy",0.6696,1,1
"scat","accuracy",0.5707,0,1
"scat","accuracy",0.5422,1,1
"scat","accuracy",0.3648,0,1
"scat","accuracy",0.4287,1,1
"scat","accuracy",1.2827,1,1
"scat","accuracy",0.4089,1,1
"scat","accuracy",0.5097,1,1
"scat","accuracy",0.7822,1,1
"scat","accuracy",0.425,1,1
"scat","accuracy",0.4906,1,1
"scat","accuracy",0.469,1,1
"scat","accuracy",0.3832,1,1
"scat","accuracy",0.3782,1,1
"scat","accuracy",0.773,0,1
"scat","accuracy",0.4679,1,1
"scat","accuracy",0.4454,1,1
"scat","accuracy",0.5041,0,1
"scat","accuracy",0.4953,1,1
"scat","accuracy",0.5842,0,1
"scat","accuracy",0.6522,1,1
"scat","accuracy",0.621,1,1
"scat","accuracy",0.4437,1,1
"scat","accuracy",0.5868,1,1
"scat","accuracy",0.4359,1,1
"scat","accuracy",0.5048,1,1
"scat","accuracy",0.5334,1,1
"scat","accuracy",0.349,1,1
"scat","accuracy",0.3962,1,1
"scat","accuracy",0.4024,0,1
"scat","accuracy",0.3975,1,1
"scat","accuracy",0.3862,0,1
"scat","accuracy",0.4177,1,1
"scat","accuracy",0.5589,0,1
"scat","accuracy",0.4514,0,1
"scat","accuracy",0.6596,1,1
"scat","accuracy",0.4298,1,1
"scat","accuracy",0.3899,1,1
"scat","accuracy",0.3862,1,1
"scat","accuracy",0.3657,0,1
"scat","accuracy",0.4631,0,1
"scat","accuracy",0.4731,1,1
"scat","accuracy",0.329,1,1
"scat","accuracy",0.4433,1,1
"scat","accuracy",0.4233,1,1
"scat","accuracy",0.4494,1,1
"scat","accuracy",0.4828,0,1
"scat","accuracy",0.4126,1,1
"scat","accuracy",0.4115,1,1
"scat","accuracy",0.3989,1,1
"scat","accuracy",0.4559,0,1
"scat","accuracy",0.4687,1,1
"scat","accuracy",0.4274,1,1
"scat","accuracy",0.3776,1,1
"scat","accuracy",0.4031,1,1
"scat","accuracy",0.5,1,1
"scat","accuracy",0.4863,1,1
"scat","accuracy",0.5344,1,1
"scat","accuracy",0.4795,1,1
"scat","accuracy",0.3578,1,1
"scat","accuracy",0.5813,1,1
"scat","accuracy",0.5473,1,1
"scat","accuracy",0.4151,1,1
"scat","accuracy",0.4165,1,1
"scat","accuracy",0.3717,1,1
"scat","accuracy",0.4214,1,1
"scat","accuracy",0.586,0,1
"scat","accuracy",0.3819,1,1
"scat","accuracy",0.4437,1,1
"scat","accuracy",0.4425,1,1
"scat","accuracy",0.3881,1,1
"scat","accuracy",0.6376,0,1
"scat","accuracy",0.4309,1,1
"scat","accuracy",0.4526,1,1
"scat","accuracy",0.4514,1,1
"scat","accuracy",0.6188,1,1
"scat","accuracy",0.6927,1,1
"scat","accuracy",0.4098,1,1
"scat","accuracy",0.482,0,1
"scat","accuracy",0.4313,1,1
"scat","accuracy",0.4285,0,1
"scat","accuracy",0.3556,0,1
"scat","accuracy",0.4213,1,1
"scat","accuracy",0.4183,1,1
"scat","accuracy",0.4713,1,1
"scat","accuracy",0.4283,1,1
"scat","accuracy",0.5257,1,1
"scat","accuracy",0.4588,1,1
"scat","accuracy",0.5392,1,1
"scat","accuracy",0.696,1,1
"scat","accuracy",0.6259,1,1
"scat","accuracy",0.5628,1,1
"scat","accuracy",0.5236,1,1
"scat","accuracy",0.5711,1,1
"scat","accuracy",0.4762,1,1
"scat","accuracy",0.4317,1,1
"scat","accuracy",0.4471,1,1
"scat","accuracy",0.4557,1,1
"scat","accuracy",0.3867,1,1
"scat","accuracy",0.8903,1,1
"scat","accuracy",0.6091,0,1
"scat","accuracy",0.4118,1,1
"scat","accuracy",0.5953,0,1
"scat","accuracy",0.453,1,1
"scat","accuracy",0.4249,1,1
"scat","accuracy",0.4055,1,1
"scat","accuracy",0.4277,0,1
"scat","accuracy",0.383,1,1
"scat","accuracy",0.425,1,1
"scat","accuracy",0.4526,1,1
"scat","accuracy",0.8568,1,1
"scat","accuracy",0.499,0,1
"scat","accuracy",0.4502,1,1
"scat","accuracy",0.4461,1,1
"scat","accuracy",0.5257,1,1
"scat","accuracy",0.4263,1,1
"scat","accuracy",0.5476,1,1
"scat","accuracy",0.3993,1,1
"scat","accuracy",0.4205,1,1
"scat","accuracy",0.4486,1,1
"scat","accuracy",0.363,0,1
"scat","accuracy",0.5021,1,1
"scat","accuracy",0.4127,1,1
"scat","accuracy",0.3509,1,1
"scat","accuracy",0.4083,1,1
"scat","accuracy",0.4176,1,1
"scat","accuracy",0.424,1,1
"scat","accuracy",0.4638,1,1
"scat","accuracy",0.4698,1,1
"scat","accuracy",0.4534,1,1
"scat","accuracy",0.463,1,1
"scat","accuracy",0.4947,1,1
"scat","accuracy",0.4273,1,1
"scat","accuracy",0.7361,0,1
"scat","accuracy",0.3965,1,1
"scat","accuracy",0.3814,1,1
"scat","accuracy",0.4764,1,1
"scat","accuracy",0.3503,1,1
"scat","accuracy",0.4188,1,1
"scat","accuracy",0.4808,1,1
"scat","accuracy",0.4645,1,1
"scat","accuracy",0.6039,1,1
"scat","accuracy",0.3746,1,1
"scat","accuracy",0.4397,1,1
"scat","accuracy",0.4212,1,1
"scat","accuracy",0.3874,1,1
"scat","accuracy",0.3673,1,1
"scat","accuracy",0.4254,1,1
"scat","accuracy",0.4115,1,1
"scat","accuracy",0.4239,1,1
"scat","accuracy",0.3795,1,1
"scat","accuracy",0.4274,1,1
"scat","accuracy",0.3838,1,1
"scat","accuracy",0.501,1,1
"scat","accuracy",0.4367,1,1
"scat","accuracy",0.384,1,1
"scat","accuracy",0.4407,1,1
"scat","accuracy",0.4075,1,1
"scat","accuracy",0.6722,1,1
"scat","accuracy",0.4574,1,1
"scat","accuracy",0.4086,1,1
"scat","accuracy",0.4365,1,1
"scat","accuracy",0.4901,1,1
"scat","accuracy",0.4766,1,1
"scat","accuracy",0.3963,1,1
"scat","accuracy",0.4635,0,1
"scat","accuracy",0.4761,1,1
"scat","accuracy",0.3722,1,1
"scat","accuracy",0.3964,1,1
"scat","accuracy",0.3878,0,1
"scat","accuracy",0.3217,0,1
"scat","accuracy",0.4613,1,1
"scat","accuracy",0.3558,0,1
"scat","accuracy",0.4252,0,1
"scat","accuracy",0.4152,1,1
"scat","accuracy",0.3528,1,1
"scat","accuracy",0.6043,1,1
"scat","accuracy",0.4038,1,1
"scat","accuracy",0.4578,1,1
"scat","accuracy",0.5141,1,1
"scat","accuracy",0.4271,1,1
"scat","accuracy",0.4766,1,1
"scat","accuracy",0.6173,0,1
"scat","accuracy",0.4229,1,1
"scat","accuracy",0.4809,1,1
"scat","accuracy",0.5077,1,1
"scat","accuracy",0.475,1,1
"scat","accuracy",0.6852,1,1
"scat","accuracy",0.41,0,1
"scat","accuracy",0.4238,1,1
"scat","accuracy",0.3707,1,1
"scat","accuracy",0.3704,1,1
"scat","accuracy",0.5143,0,1
"scat","accuracy",0.4055,1,1
"scat","accuracy",0.361,1,1
"scat","accuracy",0.386,1,1
"scat","accuracy",0.4778,1,1
"scat","accuracy",0.4692,1,1
"scat","accuracy",0.6039,1,1
"scat","accuracy",0.4994,0,1
"scat","accuracy",0.7623,1,1
"scat","accuracy",0.3977,1,1
"scat","accuracy",0.6149,1,1
"scat","accuracy",0.404,1,1
"scat","accuracy",0.4142,0,1
"scat","accuracy",0.4879,1,1
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","accuracy",0,0,0
"scat","speed",0.4643,1,1
"scat","speed",0.3236,1,1
"scat","speed",0.3614,0,1
"scat","speed",0.3851,1,1
"scat","speed",0.4043,1,1
"scat","speed",0.3035,1,1
"scat","speed",0.3249,1,1
"scat","speed",0.3609,1,1
"scat","speed",0.3018,0,1
"scat","speed",0.3779,1,1
"scat","speed",0.3417,1,1
"scat","speed",0.4445,1,1
"scat","speed",0.3124,1,1
"scat","speed",0.444,0,1
"scat","speed",0.3127,1,1
"scat","speed",0.3115,1,1
"scat","speed",0.4052,1,1
"scat","speed",0.2912,1,1
"scat","speed",0.3005,1,1
"scat","speed",1.1433,1,1
"scat","speed",0.4831,0,1
"scat","speed",0.3497,0,1
"scat","speed",0.3238,0,1
"scat","speed",0.414,1,1
"scat","speed",0.4407,1,1
"scat","speed",0.7538,0,1
"scat","speed",0.3468,0,1
"scat","speed",0.4747,1,1
"scat","speed",0.3418,1,1
"scat","speed",0.4456,1,1
"scat","speed",0.4106,1,1
"scat","speed",0.3693,1,1
"scat","speed",0.3432,1,1
"scat","speed",0.3054,1,1
"scat","speed",0.3005,0,1
"scat","speed",0.4048,0,1
"scat","speed",0.5669,1,1
"scat","speed",0.3574,1,1
"scat","speed",0.351,0,1
"scat","speed",0.4465,0,1
"scat","speed",0.3585,1,1
"scat","speed",0.3383,1,1
"scat","speed",0.2809,0,1
"scat","speed",0.3958,1,1
"scat","speed",0.3775,0,1
"scat","speed",0.3459,0,1
"scat","speed",0.4194,1,1
"scat","speed",0.3471,1,1
"scat","speed",0.3812,1,1
"scat","speed",0.3895,1,1
"scat","speed",0.4896,0,1
"scat","speed",0.338,1,1
"scat","speed",0.418,0,1
"scat","speed",0.3832,1,1
"scat","speed",0.5196,0,1
"scat","speed",0.3857,1,1
"scat","speed",0.3737,1,1
"scat","speed",0.3663,1,1
"scat","speed",0.5627,0,1
"scat","speed",0.4644,1,1
"scat","speed",0.4505,1,1
"scat","speed",0.4785,0,1
"scat","speed",0.4341,1,1
"scat","speed",0.4864,1,1
"scat","speed",0.4815,1,1
"scat","speed",0.5289,1,1
"scat","speed",0.4415,1,1
"scat","speed",0.4447,1,1
"scat","speed",0.4024,1,1
"scat","speed",0.3869,1,1
"scat","speed",0.4008,1,1
"scat","speed",0.3697,1,1
"scat","speed",0.4207,1,1
"scat","speed",0.3803,0,1
"scat","speed",0.3877,1,1
"scat","speed",0.4426,1,1
"scat","speed",0.4739,1,1
"scat","speed",0.5451,1,1
"scat","speed",0.489,1,1
"scat","speed",0.3924,1,1
"scat","speed",0.4435,1,1
"scat","speed",0.3784,1,1
"scat","speed",0.409,1,1
"scat","speed",0.3393,1,1
"scat","speed",0.3904,1,1
"scat","speed",0.3916,1,1
"scat","speed",0.3938,0,1
"scat","speed",0.3783,1,1
"scat","speed",0.3269,1,1
"scat","speed",0.4024,1,1
"scat","speed",0.4161,1,1
"scat","speed",0.4282,1,1
"scat","speed",0.4031,1,1
"scat","speed",0.3088,1,1
"scat","speed",0.3835,1,1
"scat","speed",0.5096,0,1
"scat","speed",0.4125,1,1
"scat","speed",0.3002,1,1
"scat","speed",0.4238,1,1
"scat","speed",0.4037,1,1
"scat","speed",0.381,1,1
"scat","speed",0.5259,1,1
"scat","speed",0.377,1,1
"scat","speed",0.3664,1,1
"scat","speed",0.471,1,1
"scat","speed",0.5184,0,1
"scat","speed",0.4173,1,1
"scat","speed",0.4061,1,1
"scat","speed",0.3061,1,1
"scat","speed",0.4427,0,1
"scat","speed",0.5587,1,1
"scat","speed",0.7586,0,1
"scat","speed",0.7807,0,1
"scat","speed",0.4509,1,1
"scat","speed",0.399,1,1
"scat","speed",0.5511,1,1
"scat","speed",0.6745,1,1
"scat","speed",0.5079,0,1
"scat","speed",0.6077,0,1
"scat","speed",0.5496,0,1
"scat","speed",0.5098,1,1
"scat","speed",0.3504,1,1
"scat","speed",0.349,1,1
"scat","speed",0.3568,1,1
"scat","speed",0.336,1,1
"scat","speed",0.3859,1,1
"scat","speed",0.3145,1,1
"scat","speed",0.4737,1,1
"scat","speed",0.4364,1,1
"scat","speed",0.3874,1,1
"scat","speed",0.3615,1,1
"scat","speed",0.4441,1,1
"scat","speed",0.3463,1,1
"scat","speed",0.4666,1,1
"scat","speed",0.4481,1,1
"scat","speed",0.3908,1,1
"scat","speed",0.4709,0,1
"scat","speed",0.3811,1,1
"scat","speed",0.3886,1,1
"scat","speed",0.4437,1,1
"scat","speed",0.403,1,1
"scat","speed",0.42,1,1
"scat","speed",0.4531,1,1
"scat","speed",0.3973,1,1
"scat","speed",0.4261,1,1
"scat","speed",0.5438,0,1
"scat","speed",0.4492,1,1
"scat","speed",0.5828,0,1
"scat","speed",0.4357,1,1
"scat","speed",0.4188,1,1
"scat","speed",0.3548,1,1
"scat","speed",0.4144,1,1
"scat","speed",0.4518,0,1
"scat","speed",0.5228,0,1
"scat","speed",0.3284,1,1
"scat","speed",0.415,1,1
"scat","speed",0.4183,0,1
"scat","speed",0.4312,0,1
"scat","speed",0.4197,1,1
"scat","speed",0.388,1,1
"scat","speed",0.3794,1,1
"scat","speed",0.4536,1,1
"scat","speed",0.3255,1,1
"scat","speed",0.3171,0,1
"scat","speed",0.451,1,1
"scat","speed",0.3419,1,1
"scat","speed",0.4246,1,1
"scat","speed",0.3183,1,1
"scat","speed",0.3656,1,1
"scat","speed",0.7597,1,1
"scat","speed",0.5351,0,1
"scat","speed",0.4782,1,1
"scat","speed",0.5251,0,1
"scat","speed",0.4153,1,1
"scat","speed",0.3381,1,1
"scat","speed",0.3975,1,1
"scat","speed",0.4162,1,1
"scat","speed",0.478,0,1
"scat","speed",0.4221,0,1
"scat","speed",0.4747,1,1
"scat","speed",0.4721,1,1
"scat","speed",0.419,0,1
"scat","speed",0.5138,1,1
"scat","speed",0.4253,1,1
